charge_weight_kg,explosive_type,charge_shape,tnt_equivalent_weight_kg,standoff_distance_m,scaled_distance_Z,structure_type,quality_factor,peak_overpressure_kpa,impulse_kpa_ms,damage_category
7.764,C4,hemispherical,21.274,1.962,0.7082,glazing_window,0.82,2237.855,45.668,collapse
271.745,TNT,spherical,271.745,18.825,2.9063,steel_frame,0.923,181.934,33.224,minor
0.857,RDX,cylindrical,1.782,1.338,1.1034,rc_wall,0.98,1208.56,16.124,none
76.535,C4,hemispherical,209.705,10.55,1.7757,masonry_wall,1.123,463.612,49.675,severe
2.199,TNT,hemispherical,4.399,120.202,73.3606,rc_wall,1.028,8.118,0.874,none
204.082,ANFO,cylindrical,217.551,23.95,3.9821,steel_frame,1.088,115.143,26.512,minor
3.216,RDX,spherical,5.146,1.276,0.7389,masonry_wall,0.945,2337.762,27.39,moderate
104.407,C4,cylindrical,185.949,25.384,4.4473,rc_wall,1.065,89.545,19.182,none
74.555,ANFO,spherical,61.135,3.673,0.9324,glazing_window,0.93,1334.614,61.755,collapse
2.164,C4,cylindrical,3.855,78.887,50.312,masonry_wall,1.072,7.51,0.919,none
1342.377,TNT,cylindrical,1745.091,1.066,0.0885,steel_frame,0.944,16359.107,776.262,collapse
48.003,TNT,cylindrical,62.404,1.513,0.3814,glazing_window,0.7,6541.044,154.606,collapse
1.787,C4,cylindrical,3.183,50.377,34.2468,glazing_window,1.123,6.65,1.015,none
34.309,ANFO,cylindrical,36.574,5.229,1.5753,glazing_window,1.104,602.577,26.423,collapse
23.445,C4,hemispherical,64.239,147.529,36.8366,rc_wall,0.838,8.694,2.384,none
584.688,C4,hemispherical,1602.046,3.599,0.3076,masonry_wall,1.011,8438.173,430.922,collapse
1.744,ANFO,cylindrical,1.859,1.597,1.2992,rc_wall,0.891,763.338,15.765,none
259.476,C4,hemispherical,710.964,4.53,0.5075,glazing_window,1.026,4041.816,260.472,collapse
1354.078,ANFO,spherical,1110.344,31.441,3.0363,glazing_window,1.02,156.267,51.169,collapse
1.774,TNT,spherical,1.774,38.198,31.5534,rc_wall,0.989,7.81,0.871,none
37.914,RDX,hemispherical,121.325,4.4,0.8888,glazing_window,1.204,1485.017,83.223,collapse
1.231,RDX,spherical,1.97,1.076,0.8581,masonry_wall,1.02,1693.777,20.582,minor
40.705,RDX,spherical,65.128,23.211,5.7691,glazing_window,1.024,49.915,10.719,moderate
1.149,ANFO,cylindrical,1.225,63.284,59.1522,masonry_wall,1.116,7.642,0.616,none
343.394,TNT,spherical,343.394,28.515,4.072,steel_frame,1.266,93.176,25.715,none
46.693,ANFO,hemispherical,76.577,2.176,0.5124,glazing_window,0.989,3948.965,125.344,collapse
7.34,ANFO,spherical,6.019,12.707,6.9855,steel_frame,1.079,39.092,4.938,none
4.533,TNT,spherical,4.533,14.45,8.7308,rc_wall,1.057,28.033,3.077,none
4.279,RDX,cylindrical,8.9,14.487,6.9906,steel_frame,0.823,40.846,3.949,none
12.687,ANFO,cylindrical,13.525,16.642,6.985,glazing_window,1.079,37.886,5.791,minor
2.631,TNT,hemispherical,5.261,36.71,21.1068,glazing_window,0.881,10.519,1.757,none
9.028,RDX,hemispherical,28.889,44.593,14.533,rc_wall,0.881,15.396,4.1,none
873.279,RDX,cylindrical,1816.419,6.144,0.5036,glazing_window,0.853,4872.938,411.0,collapse
245.532,RDX,cylindrical,510.707,1.999,0.2501,steel_frame,0.783,11644.948,400.238,collapse
1884.186,ANFO,hemispherical,3090.065,6.108,0.4193,glazing_window,1.046,5812.911,471.277,collapse
80.803,TNT,cylindrical,105.044,1.078,0.2284,rc_wall,0.959,12101.973,238.799,collapse
4.848,RDX,hemispherical,15.515,1.19,0.4771,masonry_wall,0.846,4852.82,72.404,collapse
8.319,RDX,spherical,13.311,5.683,2.3979,rc_wall,0.862,259.376,16.054,none
1105.546,TNT,cylindrical,1437.21,14.462,1.2815,rc_wall,0.924,873.628,128.327,collapse
549.654,TNT,hemispherical,1099.309,114.97,11.1398,glazing_window,1.094,21.482,15.546,severe
1.093,ANFO,hemispherical,1.793,194.019,159.6972,steel_frame,0.794,7.155,0.721,none
297.324,ANFO,hemispherical,487.611,69.03,8.7702,rc_wall,0.904,28.29,16.046,none
0.711,ANFO,hemispherical,1.166,10.749,10.212,masonry_wall,1.059,22.049,1.835,none
4.707,ANFO,hemispherical,7.72,113.902,57.632,steel_frame,1.005,7.097,1.11,none
32.333,RDX,cylindrical,67.253,2.235,0.5496,masonry_wall,0.937,3991.071,111.12,collapse
4.204,TNT,cylindrical,5.466,170.402,96.7372,masonry_wall,0.904,7.375,1.004,none
2.048,ANFO,spherical,1.679,76.342,64.2313,rc_wall,0.989,7.387,0.808,none
53.708,RDX,spherical,85.932,45.618,10.3375,masonry_wall,1.112,21.504,7.651,none
4.269,C4,hemispherical,11.697,33.528,14.7703,glazing_window,0.871,14.625,3.015,none
7.301,RDX,cylindrical,15.186,22.499,9.0855,masonry_wall,0.937,24.457,5.243,none
27.322,RDX,cylindrical,56.83,132.548,34.4756,glazing_window,1.3,6.77,2.278,none
6.801,C4,hemispherical,18.636,6.565,2.4763,rc_wall,0.854,247.518,16.187,none
173.542,RDX,hemispherical,555.333,1.427,0.1737,glazing_window,0.955,18490.945,575.866,collapse
1.091,ANFO,cylindrical,1.163,153.333,145.8268,masonry_wall,0.985,7.304,0.682,none
43.043,ANFO,cylindrical,45.883,4.821,1.3465,glazing_window,0.88,769.104,38.792,collapse
2.561,RDX,hemispherical,8.196,4.005,1.9866,masonry_wall,0.902,350.13,14.795,minor
11.579,RDX,spherical,18.527,22.485,8.4977,steel_frame,0.965,28.055,5.564,none
0.814,ANFO,cylindrical,0.867,9.713,10.1849,rc_wall,1.155,25.811,1.543,none
1.428,ANFO,spherical,1.171,53.613,50.8602,rc_wall,0.922,6.687,0.593,none
80.355,C4,cylindrical,143.112,54.486,10.4167,rc_wall,1.028,22.191,9.332,none
628.04,ANFO,hemispherical,1029.986,31.044,3.074,masonry_wall,0.871,144.416,56.829,severe
2.723,RDX,cylindrical,5.664,1.642,0.9211,rc_wall,0.892,1520.382,29.968,none
177.784,ANFO,spherical,145.783,25.4,4.8261,masonry_wall,1.059,68.262,15.327,none
0.715,ANFO,cylindrical,0.763,1.026,1.1231,steel_frame,0.99,1137.442,9.377,none
18.619,ANFO,cylindrical,19.848,5.585,2.0627,rc_wall,1.03,370.221,20.324,none
1918.906,RDX,hemispherical,6140.498,1.518,0.0829,glazing_window,1.057,16806.684,1320.617,collapse
282.63,TNT,hemispherical,565.259,13.867,1.6771,steel_frame,1.05,461.142,75.628,severe
0.973,RDX,cylindrical,2.024,4.023,3.1804,masonry_wall,1.226,144.588,5.154,none
61.623,TNT,spherical,61.623,7.36,1.8634,steel_frame,1.033,428.524,32.098,minor
670.517,C4,hemispherical,1837.216,7.086,0.5786,rc_wall,1.054,3866.017,321.519,collapse
5.452,TNT,spherical,5.452,46.276,26.2926,glazing_window,1.3,8.312,1.326,none
0.609,C4,cylindrical,1.084,1.347,1.3116,rc_wall,0.948,829.826,10.811,none
28.841,TNT,cylindrical,37.493,14.192,4.2402,steel_frame,1.031,95.937,12.801,none
26.272,TNT,hemispherical,52.544,109.517,29.2399,steel_frame,0.965,8.632,3.178,none
37.778,C4,hemispherical,103.512,11.577,2.4657,masonry_wall,1.137,243.235,23.195,minor
1.734,TNT,hemispherical,3.468,101.564,67.0974,rc_wall,1.12,7.041,0.741,none
1.744,TNT,spherical,1.744,1.047,0.8697,glazing_window,1.01,2113.805,20.76,collapse
247.495,ANFO,hemispherical,405.892,1.463,0.1976,masonry_wall,0.753,15569.895,542.245,collapse
1859.913,ANFO,hemispherical,3050.257,3.915,0.27,glazing_window,1.18,11783.432,775.374,collapse
357.09,RDX,cylindrical,742.746,54.056,5.9689,masonry_wall,0.738,50.894,25.678,moderate
7.707,ANFO,hemispherical,12.639,139.454,59.8676,rc_wall,0.88,7.375,1.351,none
28.418,RDX,spherical,45.468,1.766,0.4947,steel_frame,0.894,4880.188,90.811,collapse
2.583,C4,cylindrical,4.6,57.68,34.6819,glazing_window,0.957,6.3,1.084,none
155.255,RDX,cylindrical,322.93,28.405,4.1403,glazing_window,1.095,82.351,25.134,collapse
162.402,ANFO,spherical,133.17,159.228,31.1807,rc_wall,1.08,8.857,3.476,none
1961.678,TNT,spherical,1961.678,2.339,0.1869,rc_wall,0.894,14341.579,830.447,collapse
14.295,C4,cylindrical,25.46,21.951,7.4616,rc_wall,0.946,38.114,6.84,none
351.134,ANFO,hemispherical,575.86,27.39,3.2922,glazing_window,0.802,145.203,37.95,collapse
697.465,C4,spherical,955.527,36.519,3.7077,glazing_window,1.189,98.751,36.758,collapse
478.037,ANFO,hemispherical,783.981,23.204,2.5165,masonry_wall,1.074,190.319,47.019,severe
37.252,RDX,spherical,59.604,7.036,1.8012,glazing_window,1.012,480.972,37.198,collapse
1258.439,ANFO,spherical,1031.92,14.534,1.4382,steel_frame,1.123,621.664,102.374,severe
303.097,TNT,hemispherical,606.195,70.315,8.3083,glazing_window,0.799,27.726,17.919,collapse
0.763,ANFO,cylindrical,0.813,133.213,142.7152,rc_wall,0.883,8.038,0.556,none
31.258,C4,hemispherical,85.646,1.197,0.2715,rc_wall,1.092,11762.558,213.232,collapse
0.778,C4,cylindrical,1.386,145.806,130.7792,glazing_window,1.011,8.193,0.593,none
1.347,C4,cylindrical,2.398,1.67,1.2474,glazing_window,0.842,875.134,13.91,severe
47.327,RDX,spherical,75.724,3.126,0.7389,masonry_wall,1.079,2321.933,77.016,collapse
1.749,C4,spherical,2.396,126.427,94.4741,steel_frame,0.891,7.611,0.626,none
100.335,C4,spherical,137.459,38.802,7.5184,glazing_window,0.894,35.544,11.625,severe
0.554,ANFO,spherical,0.454,14.891,19.3688,rc_wall,1.102,12.247,0.777,none
1558.558,C4,spherical,2135.224,2.5,0.1941,steel_frame,1.131,18604.13,876.906,collapse
1321.093,RDX,hemispherical,4227.497,4.532,0.2803,rc_wall,1.066,10802.611,855.268,collapse
0.647,C4,cylindrical,1.152,26.38,25.1681,glazing_window,1.043,9.735,0.832,none
0.704,C4,hemispherical,1.929,1.698,1.3642,rc_wall,1.097,755.526,12.526,none
253.6,RDX,hemispherical,811.519,79.879,8.5638,glazing_window,0.974,32.898,18.5,severe
514.057,C4,cylindrical,915.536,1.502,0.1547,glazing_window,0.992,15338.674,725.59,collapse
1.981,TNT,hemispherical,3.962,10.914,6.8971,steel_frame,1.017,39.351,4.176,none
974.535,ANFO,hemispherical,1598.237,1.6,0.1369,masonry_wall,1.076,16415.742,830.273,collapse
126.757,C4,cylindrical,225.755,11.246,1.8469,masonry_wall,0.963,488.376,41.753,severe
125.352,TNT,spherical,125.352,6.429,1.2847,steel_frame,0.948,698.356,57.644,moderate
4.738,RDX,spherical,7.581,13.718,6.9833,masonry_wall,1.179,40.268,4.75,none
1430.518,ANFO,hemispherical,2346.049,3.353,0.2523,steel_frame,0.887,12298.063,748.066,collapse
8.571,C4,spherical,11.743,4.613,2.0295,steel_frame,1.177,356.499,16.491,none
37.632,TNT,spherical,37.632,9.687,2.8908,masonry_wall,1.152,200.219,16.293,none
190.673,ANFO,hemispherical,312.703,56.072,8.2611,masonry_wall,1.119,30.546,15.724,none
376.803,ANFO,spherical,308.979,33.823,5.0031,steel_frame,1.259,70.069,23.077,none
240.431,ANFO,cylindrical,256.3,11.017,1.7344,glazing_window,0.77,513.245,51.277,collapse
533.59,RDX,cylindrical,1109.868,8.175,0.7896,masonry_wall,1.141,1912.599,169.042,collapse
838.31,C4,hemispherical,2296.971,1.45,0.1099,masonry_wall,1.099,15045.825,878.902,collapse
25.045,RDX,spherical,40.071,21.837,6.3815,rc_wall,1.112,42.352,10.102,none
8.485,C4,cylindrical,15.111,69.527,28.1224,masonry_wall,0.934,8.417,2.036,none
3.623,TNT,spherical,3.623,35.069,22.8327,masonry_wall,1.011,8.924,1.348,none
713.563,RDX,cylindrical,1484.212,186.633,16.3615,glazing_window,1.145,12.572,13.04,moderate
684.548,TNT,cylindrical,889.912,38.445,3.9969,rc_wall,0.989,92.174,35.031,none
24.333,RDX,spherical,38.933,113.144,33.3832,masonry_wall,1.035,9.439,2.005,none
3.965,TNT,spherical,3.965,2.094,1.323,steel_frame,0.901,791.564,16.393,none
0.553,C4,hemispherical,1.515,19.076,16.6089,steel_frame,0.879,12.008,1.282,none
233.04,ANFO,spherical,191.093,63.92,11.0975,glazing_window,0.952,19.743,9.289,moderate
5.958,TNT,hemispherical,11.916,18.931,8.2881,rc_wall,1.058,29.621,4.88,none
175.603,RDX,cylindrical,365.254,21.075,2.9483,glazing_window,1.054,191.085,36.423,collapse
9.948,TNT,spherical,9.948,63.264,29.4154,steel_frame,0.789,8.177,1.699,none
202.724,TNT,spherical,202.724,84.498,14.3839,glazing_window,0.992,14.357,8.466,moderate
163.965,C4,hemispherical,449.265,35.583,4.646,masonry_wall,0.897,81.959,24.063,minor
0.912,C4,hemispherical,2.499,149.288,110.016,masonry_wall,0.979,7.832,0.585,none
1.913,TNT,cylindrical,2.487,69.136,51.0287,glazing_window,0.991,6.896,0.748,none
35.531,TNT,hemispherical,71.061,3.96,0.956,glazing_window,1.125,1328.918,62.048,collapse
9.221,ANFO,cylindrical,9.829,3.151,1.4711,glazing_window,0.956,601.434,20.789,collapse
512.624,C4,hemispherical,1404.589,1.489,0.133,rc_wall,0.844,17993.012,741.679,collapse
90.494,C4,cylindrical,161.17,6.5,1.1945,steel_frame,1.295,1068.538,60.661,moderate
70.03,ANFO,spherical,57.425,1.879,0.487,glazing_window,1.122,5144.89,118.443,collapse
1.977,TNT,cylindrical,2.57,1.269,0.9264,glazing_window,1.047,1493.352,18.15,severe
5.208,C4,spherical,7.135,23.609,12.2637,masonry_wall,1.077,18.275,3.027,none
0.783,ANFO,cylindrical,0.835,158.294,168.1328,steel_frame,1.107,7.26,0.497,none
224.575,C4,cylindrical,399.968,3.241,0.4399,masonry_wall,1.092,5961.263,241.243,collapse
103.681,RDX,spherical,165.889,31.28,5.6929,rc_wall,1.067,52.342,16.421,none
18.947,RDX,cylindrical,39.409,3.669,1.0782,glazing_window,1.06,1263.914,46.226,collapse
290.789,C4,hemispherical,796.761,7.35,0.7928,masonry_wall,0.946,2287.677,162.357,collapse
1211.342,RDX,cylindrical,2519.592,33.165,2.4373,masonry_wall,1.081,259.51,82.216,collapse
6.973,RDX,hemispherical,22.314,1.737,0.6171,steel_frame,1.105,2925.35,58.993,moderate
0.675,TNT,cylindrical,0.878,26.915,28.1103,masonry_wall,1.033,7.587,0.676,none
4.875,RDX,hemispherical,15.6,8.383,3.3551,rc_wall,0.936,121.035,12.251,none
7.662,TNT,spherical,7.662,18.276,9.2706,glazing_window,1.036,27.104,3.409,none
1.432,ANFO,cylindrical,1.526,2.174,1.8879,rc_wall,0.8,483.624,8.325,none
1618.753,C4,cylindrical,2883.0,2.947,0.2071,rc_wall,1.059,15096.161,986.714,collapse
1.724,RDX,hemispherical,5.516,196.918,111.4474,rc_wall,1.132,7.941,1.045,none
55.496,C4,cylindrical,98.838,41.767,9.0337,glazing_window,0.926,28.347,9.605,moderate
1.808,RDX,cylindrical,3.761,3.645,2.344,steel_frame,0.901,301.05,9.894,none
1.901,TNT,hemispherical,3.803,35.582,22.7961,glazing_window,0.824,10.191,1.291,none
10.337,C4,hemispherical,28.323,40.222,13.1954,rc_wall,1.184,16.397,4.444,none
25.026,TNT,cylindrical,32.534,5.495,1.7213,glazing_window,0.773,485.27,22.264,collapse
3.165,ANFO,spherical,2.595,74.999,54.5751,rc_wall,1.037,8.131,0.814,none
1408.118,RDX,cylindrical,2928.886,103.295,7.2196,glazing_window,1.061,37.596,32.418,collapse
36.677,C4,spherical,50.248,5.943,1.6106,rc_wall,0.92,516.794,30.132,none
67.926,TNT,cylindrical,88.303,3.906,0.8771,rc_wall,1.097,1627.595,63.379,moderate
2.287,TNT,hemispherical,4.574,12.009,7.2341,masonry_wall,1.137,37.12,3.506,none
113.338,TNT,spherical,113.338,43.026,8.8908,rc_wall,1.0,22.403,9.725,none
1.141,TNT,spherical,1.141,24.831,23.761,rc_wall,1.109,8.879,0.907,none
79.012,TNT,cylindrical,102.716,66.04,14.1013,steel_frame,1.108,16.088,6.309,none
25.254,TNT,spherical,25.254,32.169,10.9645,steel_frame,1.141,22.231,4.499,none
3.81,ANFO,spherical,3.124,51.978,35.5548,glazing_window,0.952,7.306,1.016,none
0.967,RDX,spherical,1.547,53.419,46.189,masonry_wall,1.027,8.56,0.668,none
178.908,ANFO,spherical,146.705,151.955,28.8116,glazing_window,1.091,8.222,3.069,none
25.54,TNT,spherical,25.54,20.572,6.9855,masonry_wall,1.022,45.231,6.372,none
11.495,TNT,hemispherical,22.99,65.705,23.1074,glazing_window,1.003,8.377,2.762,none
174.735,ANFO,spherical,143.283,26.396,5.0444,masonry_wall,0.994,66.427,15.992,none
284.153,TNT,hemispherical,568.306,10.701,1.292,rc_wall,0.839,777.241,91.115,severe
1018.721,TNT,cylindrical,1324.337,3.734,0.34,masonry_wall,0.977,8303.285,396.43,collapse
30.473,TNT,spherical,30.473,26.335,8.4313,glazing_window,1.19,29.975,7.096,minor
19.531,TNT,cylindrical,25.39,3.652,1.2426,masonry_wall,0.942,837.835,30.598,moderate
215.941,RDX,spherical,345.505,10.763,1.5338,glazing_window,1.15,631.842,76.84,collapse
675.291,C4,hemispherical,1850.298,122.065,9.9428,glazing_window,1.127,22.838,23.074,severe
1.286,C4,spherical,1.762,32.893,27.2336,steel_frame,1.014,9.354,0.879,none
21.524,ANFO,cylindrical,22.944,18.123,6.3779,masonry_wall,0.936,37.787,6.684,none
23.754,ANFO,spherical,19.478,1.286,0.478,glazing_window,0.98,4856.862,82.201,collapse
2.529,C4,cylindrical,4.503,161.273,97.6588,masonry_wall,1.069,6.842,0.949,none
2.352,C4,spherical,3.222,143.777,97.3418,masonry_wall,0.988,7.082,0.82,none
21.114,TNT,spherical,21.114,28.528,10.3217,steel_frame,1.024,21.532,4.934,none
7.874,C4,cylindrical,14.024,5.784,2.3984,masonry_wall,1.12,236.881,14.006,none
1.456,C4,cylindrical,2.593,38.474,28.004,glazing_window,0.943,8.083,0.998,none
198.328,RDX,hemispherical,634.65,56.381,6.5608,steel_frame,1.02,42.182,21.869,none
6.189,RDX,cylindrical,12.873,2.501,1.0672,glazing_window,1.103,1206.854,27.267,collapse
183.07,TNT,spherical,183.07,94.468,16.6371,glazing_window,0.999,10.947,5.856,minor
1.396,RDX,spherical,2.233,2.681,2.0511,glazing_window,0.937,331.378,10.006,severe
1725.933,TNT,cylindrical,2243.713,165.591,12.6488,glazing_window,1.116,18.849,17.911,severe
1.11,C4,spherical,1.521,2.716,2.3613,steel_frame,1.159,249.814,8.48,none
1759.966,C4,hemispherical,4822.308,36.318,2.1497,glazing_window,1.094,341.497,116.279,collapse
33.578,ANFO,spherical,27.534,143.252,47.4397,steel_frame,0.902,7.731,1.851,none
207.829,RDX,spherical,332.527,97.333,14.0492,glazing_window,1.09,14.373,9.047,moderate
49.256,TNT,hemispherical,98.513,40.789,8.8317,steel_frame,1.083,28.746,9.251,none
1135.926,RDX,spherical,1817.482,56.527,4.6319,steel_frame,0.913,79.384,44.456,minor
15.848,TNT,spherical,15.848,1.019,0.4058,glazing_window,0.865,6901.743,92.374,collapse
352.318,TNT,cylindrical,458.013,22.809,2.959,glazing_window,1.3,169.626,40.668,collapse
7.759,C4,cylindrical,13.819,4.276,1.7819,glazing_window,1.213,458.709,20.179,severe
137.467,ANFO,spherical,112.723,2.808,0.5812,rc_wall,0.927,3296.984,139.785,collapse
36.807,C4,spherical,50.426,1.698,0.4596,glazing_window,1.066,5393.427,116.761,collapse
7.23,TNT,cylindrical,9.399,116.654,55.2771,rc_wall,0.926,7.031,1.067,none
50.408,RDX,cylindrical,104.849,6.239,1.323,rc_wall,1.093,681.127,54.776,minor
4.73,ANFO,cylindrical,5.042,13.34,7.7794,glazing_window,0.882,29.203,3.546,minor
54.359,TNT,spherical,54.359,1.256,0.3315,glazing_window,0.913,8192.969,139.75,collapse
3.315,C4,cylindrical,5.905,2.719,1.5043,steel_frame,0.858,615.694,18.89,minor
69.397,C4,cylindrical,123.596,29.956,6.0137,rc_wall,0.931,54.305,13.342,none
7.335,C4,hemispherical,20.099,1.747,0.6424,rc_wall,1.058,3038.766,63.627,moderate
2.432,TNT,hemispherical,4.864,29.494,17.4075,glazing_window,0.877,13.142,1.941,none
196.837,RDX,hemispherical,629.879,21.496,2.5077,masonry_wall,1.12,262.274,51.875,severe
30.84,TNT,spherical,30.84,12.668,4.0395,glazing_window,0.89,97.562,12.854,severe
0.835,ANFO,hemispherical,1.37,1.145,1.0306,rc_wall,0.871,1354.733,14.684,none
46.333,RDX,spherical,74.133,26.236,6.2455,masonry_wall,0.862,50.89,10.397,none
6.607,TNT,cylindrical,8.589,1.068,0.5216,masonry_wall,1.04,3925.241,48.39,severe
561.645,TNT,cylindrical,730.138,8.617,0.957,steel_frame,0.831,1564.919,128.956,collapse
0.621,C4,hemispherical,1.703,3.617,3.0295,masonry_wall,0.895,160.929,6.095,none
5.649,TNT,hemispherical,11.298,15.787,7.0356,rc_wall,1.047,30.181,5.354,none
131.568,ANFO,spherical,107.886,67.69,14.2191,rc_wall,0.961,14.767,6.042,none
1.31,TNT,spherical,1.31,1.228,1.1221,glazing_window,0.908,1046.365,15.82,severe
138.344,RDX,cylindrical,287.756,34.253,5.1883,masonry_wall,0.911,68.613,18.401,minor
6.8,C4,cylindrical,12.112,5.755,2.5061,masonry_wall,1.033,226.346,14.423,none
0.676,C4,spherical,0.926,92.845,95.2656,glazing_window,0.993,7.321,0.551,none
991.482,RDX,cylindrical,2062.282,11.138,0.875,glazing_window,1.3,1782.069,212.532,collapse
2.686,RDX,cylindrical,5.586,37.738,21.2689,rc_wall,0.939,10.745,1.635,none
1.574,TNT,cylindrical,2.047,40.511,31.908,rc_wall,0.92,8.784,0.904,none
1.247,TNT,hemispherical,2.494,39.103,28.836,rc_wall,1.093,9.03,1.01,none
926.295,ANFO,cylindrical,987.431,104.781,10.5224,masonry_wall,1.002,21.574,14.293,none
118.079,C4,hemispherical,323.537,2.034,0.2962,rc_wall,0.97,10228.477,290.477,collapse
85.578,C4,spherical,117.242,64.628,13.2046,glazing_window,1.094,14.385,6.692,minor
14.1,ANFO,hemispherical,23.123,2.264,0.7945,rc_wall,0.89,2048.069,51.913,moderate
455.481,TNT,hemispherical,910.961,19.697,2.0319,steel_frame,0.925,335.861,64.907,severe
7.245,ANFO,hemispherical,11.882,1.038,0.455,rc_wall,1.026,4857.831,71.782,moderate
10.266,TNT,hemispherical,20.533,105.326,38.4636,glazing_window,1.015,7.481,1.385,none
155.297,C4,hemispherical,425.513,19.357,2.5735,glazing_window,0.927,235.419,43.165,collapse
1191.616,TNT,spherical,1191.616,119.186,11.2421,glazing_window,1.225,18.786,16.836,moderate
5.459,ANFO,spherical,4.476,53.557,32.4978,steel_frame,0.814,7.671,0.995,none
1518.14,C4,hemispherical,4159.703,10.248,0.6372,steel_frame,1.072,2787.333,343.392,collapse
475.168,C4,spherical,650.979,123.525,14.2527,steel_frame,1.099,14.088,12.273,none
523.193,C4,cylindrical,931.807,19.744,2.0215,glazing_window,0.956,401.336,74.369,collapse
31.199,C4,cylindrical,55.566,22.575,5.9159,glazing_window,0.737,42.773,10.74,severe
436.051,C4,cylindrical,776.607,44.665,4.8592,masonry_wall,1.113,71.763,33.455,minor
0.503,RDX,cylindrical,1.046,30.47,30.0209,rc_wall,0.883,10.119,0.736,none
142.336,C4,cylindrical,253.501,4.364,0.6895,rc_wall,0.807,2914.136,124.393,collapse
262.944,C4,cylindrical,468.304,25.253,3.2519,glazing_window,0.922,146.307,36.026,collapse
670.532,C4,hemispherical,1837.257,1.788,0.146,steel_frame,0.955,17207.13,820.119,collapse
520.137,C4,hemispherical,1425.175,13.019,1.1569,glazing_window,0.995,891.757,146.564,collapse
173.331,C4,spherical,237.463,67.618,10.9194,rc_wall,1.028,19.054,9.957,none
45.587,C4,hemispherical,124.909,109.259,21.8571,glazing_window,0.842,8.899,4.748,minor
1961.362,TNT,cylindrical,2549.771,1.834,0.1342,masonry_wall,1.112,13854.098,916.721,collapse
